Easting,Northing,Elevation_DEM,Prediction_SE,longitude,latitude
276820,2110880,3.265212097956678,1.2707670150412147,72.87890776766172,19.078643879084623
276840,2110880,3.0814031038176166,1.297947890654005,72.87909775015525,19.0786460657018
276860,2110880,2.9470347107191452,1.3248666765364336,72.87928773267471,19.078648252123454
276880,2110880,2.8559950967423573,1.371280537315566,72.87947771522013,19.078650438349566
276900,2110880,2.8016395144885298,1.4525175662537442,72.87966769779149,19.078652624380158
276920,2110880,2.7768650981497975,1.5502307070833283,72.8798576803888,19.07865481021521
276940,2110880,2.7727115978045496,1.633428028468203,72.88004766301204,19.078656995854733
276960,2110880,2.778854567465126,1.6889022852762547,72.88023764566121,19.078659181298725
276980,2110880,2.788052261921453,1.7212700514088153,72.8804276283363,19.07866136654718
277000,2110880,2.7983081008541024,1.7409686562263573,72.88061761103735,19.078663551600116
277020,2110880,2.8112061175558933,1.7573564329642348,72.88080759376432,19.078665736457502
277040,2110880,2.8295987064881043,1.7762454990389271,72.8809975765172,19.07866792111936
277060,2110880,2.8561412532217645,1.8000352603202157,72.88118755929602,19.078670105585694
277080,2110880,2.892669606312431,1.8288929883174672,72.88137754210076,19.078672289856485
277100,2110880,2.940079840100139,1.8618661132256629,72.88156752493143,19.07867447393175
277120,2110880,2.9984433048545998,1.8975265900450236,72.881757507788,19.078676657811478
277140,2110880,3.0672007297385573,1.9342134901416221,72.88194749067048,19.078678841495677
277160,2110880,3.145355515149934,1.9700949321289334,72.8821374735789,19.078681024984338
277180,2110880,3.2316319585066213,2.003240400036176,72.88232745651321,19.07868320827747
277200,2110880,3.3245893856065107,2.0317925864834563,72.88251743947343,19.078685391375068
277220,2110880,3.4226960041169745,2.054226756807098,72.88270742245956,19.07868757427713
277240,2110880,3.5243718479959267,2.069623064903137,72.8828974054716,19.078689756983657
277260,2110880,3.628011326670214,2.077862815770601,72.88308738850952,19.078691939494654
277280,2110880,3.7319943730163323,2.079683325740672,72.88327737157336,19.07869412181012
277300,2110880,3.8346924200241372,2.076568640292768,72.88346735466308,19.078696303930045
277320,2110880,3.9344727662710306,2.070496289074372,72.8836573377787,19.078698485854435
